m,x,y,z,vx,vy,vz
9.999999999999999547e-08,-1.336966242344985645e+01,9.015415301690710148e-01,7.870834892457059251e-01,-5.946631189436428488e-02,-1.650711348256052924e+00,-9.670537223332506538e-02
9.999999999999999547e-08,-5.359057463648551511e+00,2.601160012845115332e+00,1.998259374733387661e-01,-1.046542831707103716e+00,-2.363724425754165637e+00,-1.387466585895203233e-02
9.999999999999999547e-08,-9.853234887665481168e+00,-5.069416717027900532e+00,8.240334976997174543e-01,7.908479945385730181e-01,-1.691764585998072112e+00,-5.718993050570907871e-02
9.999999999999999547e-08,5.405910494514709619e+00,1.363073599592545726e+01,1.126915579916866333e-01,-1.504317264519102082e+00,5.112737926681820699e-01,-1.468347262905620593e-02
9.999999999999999547e-08,-1.251049121093389083e+01,1.620757236227420250e+01,-1.772818842114832760e-01,-1.085630889694856327e+00,-8.462788604450625085e-01,-1.826251071957959646e-02
9.999999999999999547e-08,1.045021102075466324e+01,2.248605410596864118e+01,1.348947592922791427e+00,-1.163248624561727507e+00,5.707555286618416490e-01,-1.065360373270830691e-01
9.999999999999999547e-08,-1.426657270999703575e-01,2.443346613320430266e-02,-3.438793959388726333e-03,-2.902270257568037692e+00,-1.650033238068229480e+01,-6.002394320880680700e-01
9.999999999999999547e-08,-7.330856610420621422e+00,-3.451050465119319455e+00,2.675892439572652437e-01,9.575318213315633376e-01,-1.997690026016990972e+00,7.072587256307945325e-02
9.999999999999999547e-08,-3.221749488819666940e+00,3.772563952241074325e+00,1.289561473731727637e-01,-1.985171626325954897e+00,-1.905684795629455808e+00,2.479808642941060126e-01
9.999999999999999547e-08,1.555316345829754177e+01,-2.347856409669170930e+01,1.018433953898016719e+00,9.610555712189408073e-01,6.665924575389634565e-01,1.028197186605835610e-03
9.999999999999999547e-08,-4.575383794505559543e+00,-1.580522168144879025e+01,3.743130803293883146e-01,1.522306389155858364e+00,-3.010969239229636663e-01,-1.333600742942927207e-02
9.999999999999999547e-08,-2.027253925872713936e+01,1.454521607258414129e+01,-1.354661594204693564e-01,-7.750380986412103157e-01,-1.061500821311449183e+00,7.267562793642522341e-03
9.999999999999999547e-08,-7.273259137055090306e+00,-8.230244263895889034e+00,1.951291232395510611e-02,1.320061130050308229e+00,-1.379277357139067961e+00,-9.918057356063383900e-02
9.999999999999999547e-08,1.305460964898738530e+00,-2.690011321974420389e-01,-1.151835510695626251e-02,9.472237508606390355e-01,5.308387775994648727e+00,-9.579638731897174853e-02
9.999999999999999547e-08,-4.710678967759626801e+01,-3.905319871127487019e+00,7.717635570083133945e-02,9.651056126172423422e-02,-9.069779064395577794e-01,5.683357750384190540e-03
9.999999999999999547e-08,-3.782273959341802883e+00,-4.417054858846899634e+00,-1.460264802033034159e-01,2.028431197858143076e+00,-1.500640923285782247e+00,-1.905988259125779849e-01
9.999999999999999547e-08,-3.792387177490725403e+00,-5.487676874085904544e+00,-1.845908775505613608e-01,1.928874164542371705e+00,-1.403983221681804672e+00,-4.393161397843670796e-02
9.999999999999999547e-08,5.220420306794555820e+00,5.852414701966704769e+00,2.587211958781248100e-01,-1.681233434342223054e+00,1.378908999422464365e+00,1.006731628964425557e-01
9.999999999999999547e-08,-4.739980452849141557e+01,-1.594364592964322824e+01,-3.862513921102849745e-01,3.467728772123951919e-01,-8.087585526861860163e-01,-5.647042714914117176e-03
9.999999999999999547e-08,2.778991938251158533e+00,-3.147167358018958438e+01,-1.462469133192532800e+00,1.101304641436243070e+00,8.082459665424514272e-02,-2.332728830089024138e-02
9.999999999999999547e-08,-4.289465579133314499e+00,3.057160859942326425e+01,1.016452415094516892e+00,-1.111500174548873066e+00,-1.592888032565601686e-01,-6.077143409663306878e-02
9.999999999999999547e-08,3.222339820814514866e+01,3.362614306521359708e+01,-1.011730247640325597e+00,-6.643605546984058252e-01,6.724413966146519650e-01,-3.781889805491121803e-02
9.999999999999999547e-08,9.709400323398477139e-01,-4.262391647515104687e+00,-7.853692494999958695e-02,3.004129617660495466e+00,5.289552875760642481e-01,-8.980435531962449591e-02
9.999999999999999547e-08,-2.399970783266762098e+01,-4.214922655556787134e+01,5.879394155079823436e-01,7.969924769702414480e-01,-4.264585980469131621e-01,-2.617436494673665640e-02
9.999999999999999547e-08,9.687275831459283282e+00,-4.546410411496489168e+00,-5.545191675012332844e-02,8.695665198229399762e-01,1.668065210024401557e+00,-1.851317777727738006e-02
9.999999999999999547e-08,3.661549909422066484e+00,3.035275262900125526e+01,1.366576004439632175e-01,-1.146558639509300370e+00,4.990076237822775596e-02,-1.260402918945574893e-02
9.999999999999999547e-08,2.136064240079591769e+01,-2.479982452994883291e-01,-8.534211751926140677e-01,-2.537232821642030484e-02,1.347930067421540645e+00,4.127315616262895032e-02
9.999999999999999547e-08,-7.845193898567401014e+00,1.791299979842852608e+01,1.209318751982483842e-01,-1.301802641500549917e+00,-5.414656739420196097e-01,1.768466522423376916e-02
9.999999999999999547e-08,4.098758328231362924e+01,2.062528827898276163e+01,6.948031593384655924e-01,-4.779694402174303747e-01,8.027156678239938392e-01,-1.631967846676999831e-02
9.999999999999999547e-08,5.187501236710239105e+00,-4.858232196525182900e+00,1.165485831627634666e-01,1.748836318455200045e+00,1.679109077463944111e+00,-1.951325918950713115e-03
9.999999999999999547e-08,-1.938152190488108317e+01,-4.266322555331537103e+01,3.758986954716829310e+00,8.254168678765980705e-01,-4.545110672472126856e-01,4.429365377056714405e-04
9.999999999999999547e-08,1.704202013183252262e+01,8.958549515948934783e+00,8.961531296802557889e-02,-6.516559401685615427e-01,1.263707687443743399e+00,6.369141343876383310e-02
9.999999999999999547e-08,-1.738111710156692880e+01,2.904543819008869932e+01,-1.844813801622627203e+00,-8.612291182702034309e-01,-6.098117722902776094e-01,1.435971378954318395e-02
9.999999999999999547e-08,2.837444689138174425e+01,4.020679245634140386e+01,-1.336399634951809468e+00,-6.836026598430795520e-01,5.649469771416024688e-01,4.384766968207288312e-02
9.999999999999999547e-08,2.797243266498048886e+00,-1.222948549718075206e+00,1.088036658781830757e-01,1.629928470695265696e+00,3.149101065861768411e+00,-5.331384027336291687e-02
9.999999999999999547e-08,-2.615547586079875586e+00,4.511640134943986169e+01,-1.294785536830801997e-01,-9.409063468841237787e-01,-7.662790802061661410e-02,2.810509241148030982e-02
9.999999999999999547e-08,-1.726045246288108714e+01,2.251803861917744598e+01,7.736276079269789330e-01,-9.362498836502146649e-01,-7.184993226453408877e-01,-3.169912741961829900e-02
9.999999999999999547e-08,-3.024449738577544267e+01,1.478486143124808549e+01,-1.539320619941406454e+00,-4.614496722459843769e-01,-1.004651315448224169e+00,3.198739948969536728e-02
9.999999999999999547e-08,-7.196860459638390495e+00,-1.392041092403857760e+00,-6.681955867491962131e-02,4.371441509212936061e-01,-2.311183640468799538e+00,8.151901268108888154e-02
9.999999999999999547e-08,-1.345655532552536116e+01,-2.278481767625133969e+01,-3.186238693702835301e-01,1.073375878390155691e+00,-5.949895884894489395e-01,8.322893700327948022e-03
9.999999999999999547e-08,-3.062228571938106114e+01,-1.273631203868864326e+01,-1.286343560840784050e+00,5.148346304355879699e-01,-9.672060415057508465e-01,-8.651277321480614624e-02
9.999999999999999547e-08,-3.703009176138965852e+00,2.257776815416172411e+01,3.479508117214572677e-02,-1.295737783127006715e+00,-1.920247238692695535e-01,-9.604595783297391332e-02
9.999999999999999547e-08,-6.989907807611071000e+00,-3.134562008906231156e+00,-8.503369468700758965e-03,7.451579288762952835e-01,-2.170964739385819353e+00,1.470169485124387179e-02
9.999999999999999547e-08,-2.713082845189466741e-01,1.165370775644067081e+01,6.738847060692579882e-01,-1.879238760978828804e+00,-1.654925466429126371e-02,-1.300449795847664347e-01
9.999999999999999547e-08,5.599240735913125100e+00,4.054758069285120570e+01,2.028915378352712240e-01,-1.000488321935649516e+00,6.466702562096775242e-02,1.594868783676674923e-02
9.999999999999999547e-08,1.020877925427923882e+00,-1.554394136043692587e+00,8.585669271563678429e-03,3.763210026306875289e+00,2.570272926915110112e+00,3.887440795979020536e-02
9.999999999999999547e-08,2.299704663517229974e+01,-2.398536441192073454e+01,5.375234485592497169e-01,8.157656203392174010e-01,7.730874024377687448e-01,7.072491211325692383e-03
9.999999999999999547e-08,1.153466878932171547e+01,4.787972328904666597e+01,-3.713394410576041249e+00,-8.611580517675306856e-01,2.538401346165368722e-01,-5.309104890580003400e-02
9.999999999999999547e-08,3.756341388165121975e-01,2.463505051203024598e-01,9.827529500799988063e-03,-5.874132365139030476e+00,7.609436707627165397e+00,1.619562628623690340e-02
9.999999999999999547e-08,-1.262616942331981296e+00,8.151022288762245438e+00,-2.575867242168910498e-01,-2.136206092569857606e+00,-3.597905562846657745e-01,-1.559666102766039952e-01
9.999999999999999547e-08,2.499233563300648697e+01,2.197739379932571779e+01,1.280646404651098136e+00,-7.340656522218689251e-01,8.116767605825838672e-01,-5.708476544029267297e-02
9.999999999999999547e-08,6.585675190661623157e-02,-2.895777520506725100e+00,-1.248564887957860775e-01,3.798529053515624643e+00,-1.895472889157629182e-01,9.754841445159817548e-02
9.999999999999999547e-08,1.358526324175757694e+01,-2.589639961006108848e+01,7.680249045887799220e-01,1.031409682739096612e+00,5.457129099423513319e-01,2.959647005477979848e-02
9.999999999999999547e-08,-3.248471595239659848e+01,8.306627151011520382e+00,2.991023399225312684e-01,-3.348941301905069556e-01,-1.043838212732834725e+00,3.440177789591774334e-03
9.999999999999999547e-08,2.930779782058776206e+01,-2.780494062343762174e+00,-1.987640563973545937e+00,1.174380032643054655e-01,1.149445966256015916e+00,2.549848757129048737e-02
9.999999999999999547e-08,-1.812074197874187931e+01,-1.656574564213421974e+00,5.938782237036587495e-03,1.395286686503082463e-01,-1.470448557275179535e+00,5.833687517153846036e-02
9.999999999999999547e-08,1.958876881698795813e+01,2.969875263144904309e+01,-8.937163083346267856e-01,-8.351921966771703731e-01,6.226831572535245218e-01,4.767823291180008777e-02
9.999999999999999547e-08,-2.357319310756570019e+01,-2.025630796943083212e+01,-8.332787972180587255e-02,7.448180884540912539e-01,-8.118474560003006157e-01,4.970900572552265466e-03
9.999999999999999547e-08,-1.067127564759628022e+01,1.314158669300423909e+00,-6.366575988954590315e-01,-3.161373760773848463e-01,-1.856832114088235786e+00,-9.994635240219978956e-02
9.999999999999999547e-08,-1.635363070212012815e+01,2.299310357355398082e+01,6.809461344848238840e-01,-9.268967555655056589e-01,-7.302041941915687895e-01,7.521190280697681585e-02
9.999999999999999547e-08,-2.038313750989103923e+01,-4.018769501892534635e+01,-2.380751312658421437e+00,7.929750575397728207e-01,-4.754908960577591825e-01,1.715291312148213608e-04
9.999999999999999547e-08,-3.593491594276510170e+01,5.624962679171397362e+00,-1.790037617257048241e+00,-1.916830135657745793e-01,-9.740263525338349604e-01,-8.578294584069761503e-03
9.999999999999999547e-08,1.363307557660544767e+01,-1.860654713824268214e+01,-5.913780036378210037e-01,1.078515059747161553e+00,7.671111863428214939e-01,2.849829180022346586e-02
9.999999999999999547e-08,-4.710625183990448051e+00,1.495689045733444189e+01,3.153323253518606761e-01,-1.526724888805146119e+00,-5.070633429305031470e-01,4.410050531952307284e-02
9.999999999999999547e-08,-4.258970516480083290e+00,-2.547745225283771786e-01,8.676071130629849429e-03,2.381253004172131094e-01,-3.073978866304592827e+00,2.004437814571294676e-02
9.999999999999999547e-08,-1.135871437244677473e+01,-3.623492009776891010e+00,-4.444256201170037612e-01,6.782616587611201009e-01,-1.714187144395863172e+00,1.109791876775972769e-01
9.999999999999999547e-08,6.148016404547023139e-01,1.845389530839162684e-01,2.827142831814930674e-03,-2.465324249195294470e+00,7.548595509694082217e+00,-8.299247373771178118e-03
9.999999999999999547e-08,-3.611541367074403297e+01,-3.729090892389929479e+01,-7.189837537031916470e-03,6.347259522222175043e-01,-5.639046125952340560e-01,-2.153517642607809550e-05
9.999999999999999547e-08,1.076640720407521279e+01,1.213567611590077727e-01,2.135133795686753808e-02,2.087683936816017369e-02,1.951773288158134001e+00,4.729845208729870944e-03
9.999999999999999547e-08,-3.097989713410283841e+01,-2.284736706968927678e+01,5.874886697120120793e-01,5.964659972763936002e-01,-8.524814122260280236e-01,-1.360222049406929409e-02
9.999999999999999547e-08,3.118671665495992507e+00,7.679904091028926238e+00,-4.707030948173221985e-01,-2.104685388345436614e+00,6.673563496231289527e-01,2.257180292290234327e-02
9.999999999999999547e-08,3.537161200646788406e-01,1.497457122614265401e+01,-1.784450282263391196e-01,-1.577851130014351400e+00,2.682221204896080569e-02,-1.058776702339061376e-01
9.999999999999999547e-08,-2.078365903722747277e+01,3.526493353819493581e+00,7.465080318056354081e-01,-2.923828040447859489e-01,-1.332235165662194687e+00,-2.870138283445731672e-02
9.999999999999999547e-08,-1.390130836007829629e+01,-7.630869665756334186e+00,-4.454335180503408709e-01,7.613061831136663793e-01,-1.404267257815414061e+00,-4.769396255504763232e-02
9.999999999999999547e-08,5.006713884560126893e+00,3.755371209607601202e+01,2.475350899421673301e-01,-1.036554912871320067e+00,1.334005836577389081e-01,-5.998988782863295260e-02
9.999999999999999547e-08,4.595521658551434285e+01,8.696962170260375657e+00,2.662929560497772297e+00,-1.601236017240364740e-01,9.139670526393621763e-01,1.754321377899633466e-02
9.999999999999999547e-08,2.297792505128564144e+01,3.968352755982700586e+01,3.877816664083519882e+00,-7.486667287740657040e-01,5.036392100926644355e-01,8.126209608121435059e-04
9.999999999999999547e-08,-7.698489771219360733e+00,-1.611399664985825542e+00,5.104722683109613746e-01,5.247888313617514733e-01,-2.155153286625749676e+00,-1.161271338700785721e-01
9.999999999999999547e-08,-3.794373928682410479e+01,-9.651800190543003310e+00,2.175106589744848939e+00,2.578406567189798215e-01,-9.631778832897471831e-01,6.016943172340259716e-02
9.999999999999999547e-08,-3.186880632079978515e+00,6.606019465723996120e+00,-5.436101286156067580e-01,-2.116734882666286843e+00,-9.854433467557335291e-01,-9.770026720605387571e-02
9.999999999999999547e-08,3.164800996820726020e+00,4.723743376958420015e+01,2.082974432214357741e+00,-8.924326222839337186e-01,2.857057374916196005e-02,-6.959455907173542344e-02
9.999999999999999547e-08,1.262083412590389031e+01,2.386419551687017915e+01,5.996991749974995844e-01,-9.960063654409440081e-01,6.381844959192938260e-01,-5.788096344118011383e-02
9.999999999999999547e-08,2.582753379681602457e+00,1.641846378897237457e+01,6.002689881295200092e-01,-1.525532707780964836e+00,2.781417403176243974e-01,7.483187533790948420e-02
9.999999999999999547e-08,-5.716199379949276960e+00,5.693161037774824962e+00,-5.829275485267727541e-01,-1.514763423966111855e+00,-1.578962549487403555e+00,-1.736229009283330946e-02
9.999999999999999547e-08,-3.810359472791821633e-01,-5.461428431960504426e-01,1.027289202927562234e-02,6.519686535073779154e+00,-4.329639448422430981e+00,-1.012761153540958498e-01
9.999999999999999547e-08,-1.023595287865034464e+01,6.899928020027012110e+00,-2.495015739163046909e-03,-8.560836788350153492e-01,-1.579497420348557224e+00,6.451952773012260833e-02
9.999999999999999547e-08,1.898257998363572341e+01,-3.894152434622091619e+01,-3.498608971835249104e+00,9.055370018390054287e-01,3.631449715347705443e-01,3.621631439771932914e-02
9.999999999999999547e-08,1.886338354283063268e+01,3.482106847567771268e+01,1.811219919394291833e-01,-8.736470349137277491e-01,4.880455237431989834e-01,5.221493498757549812e-02
9.999999999999999547e-08,1.880896437273337085e+01,4.784220810285895453e+01,1.369652597163402430e-01,-7.868477072669455286e-01,3.207463221554684440e-01,3.800595838713030378e-03
9.999999999999999547e-08,-2.672028770816216703e+00,-3.891963688489888717e+00,1.914884071505077445e-01,2.458652738639916624e+00,-1.723126828625621609e+00,4.922613676954528186e-03
9.999999999999999547e-08,-1.405029882028411947e+01,-2.350680738111104162e+01,-4.187048155282296902e-01,1.063179349903927706e+00,-6.490519613439259539e-01,6.026109894212720343e-03
9.999999999999999547e-08,-8.018887377460687915e+00,1.010657561945342842e+01,4.322188953271264289e-01,-1.422326344553416222e+00,-1.020337156830085634e+00,2.411711051026631594e-02
9.999999999999999547e-08,-1.470920629662633239e+01,2.088252011185799617e+01,1.384782659583940090e+00,-1.076313940437375827e+00,-6.905168273964075176e-01,-4.745178729027061011e-03
9.999999999999999547e-08,3.269238359004059014e+00,1.664734738799065994e+01,-8.152338970891103154e-01,-1.458531195362430255e+00,2.605889152061849900e-01,2.449018934084837631e-02
9.999999999999999547e-08,3.874229440581160144e+00,1.341692479620899014e+01,-3.033504749932529054e-01,-1.627355275492073039e+00,4.776289563032311003e-01,-7.481520046829669146e-02
9.999999999999999547e-08,1.858899482455920449e+01,2.190261256565263537e+01,-5.511909067941969491e-03,-8.897544783544155678e-01,7.637472109451631797e-01,2.136440358614074934e-03
9.999999999999999547e-08,8.900904382778634272e+00,-5.754518217689640336e-01,3.647344462203860327e-01,1.637289496767673491e-01,2.132747507224943551e+00,3.881405675445069592e-02
9.999999999999999547e-08,-2.120980556997377064e+01,1.046875280367139283e+01,-3.341741445778183273e-02,-5.687758269453144777e-01,-1.155800978682958391e+00,-3.255526463657663384e-03
9.999999999999999547e-08,-3.113860261857441003e+01,1.182771669316359819e+01,-6.527673729819943871e-01,-4.149529741026856122e-01,-9.923659108033702214e-01,3.741525719476773704e-02
9.999999999999999547e-08,5.095027227259369518e+00,-3.193546944538206311e+00,-2.659403264723586013e-01,1.498023928532852711e+00,2.187181325552495448e+00,1.206549062020746410e-01
9.999999999999999547e-08,2.397650355031967706e+01,4.240075173407187492e+01,-5.006437186774287396e-01,-7.328689425908848643e-01,4.853994202787516588e-01,-7.013282859294138472e-03
9.999999999999999547e-08,7.420358934772977477e+00,-2.410629784782878104e+01,-1.159541495759942809e+00,1.192150670123704792e+00,3.717179916964116204e-01,-9.921264815721013430e-02
9.999999999999999547e-08,3.638918982315720996e+01,1.849658554309210601e+01,-1.864731092996648298e+00,-4.528840530871351966e-01,8.732575914811671058e-01,-4.250248714507340320e-02
9.999999999999999547e-08,1.962789025065019644e+01,2.785530910188759535e+01,4.634380842348324037e-01,-8.280763435057365562e-01,6.519201928953991532e-01,-1.712096728503222434e-02
9.999999999999999547e-08,3.409156977941984223e+01,1.263272536946105795e+01,1.855037557734789955e-02,-4.000201184747455563e-01,9.482581067132344055e-01,4.051216577179224398e-02
9.999999999999999547e-08,3.586050730970897860e+01,2.734556560556028693e+00,2.617152597725953475e-02,-9.464668447442434185e-02,1.041612774721743184e+00,1.009435516454843841e-02
9.999999999999999547e-08,-3.994940083633709804e+01,2.485468558010068207e+01,1.022134112813855022e-01,-4.432157676299480209e-01,-7.615224237027770071e-01,-3.970138854037267781e-04
9.999999999999999547e-08,-9.709382460338176202e+00,2.959616500016540996e+01,2.859268325598154803e+00,-1.053831831360198201e+00,-3.590390454871073556e-01,-4.427243570819082083e-03
9.999999999999999547e-08,-1.397955395836159731e+01,-1.397463309458584213e+00,9.494804556249040184e-01,1.600809640108227239e-01,-1.661015724456134990e+00,-3.455075662897238130e-03
9.999999999999999547e-08,-3.437106780168625697e+00,4.129237836787168270e+00,-1.140005219174105300e-01,-2.087883314856911365e+00,-1.582633863397856278e+00,1.942397838745438254e-01
9.999999999999999547e-08,-1.199517528229761076e+01,2.845936165960326747e+01,-4.052630398631902886e-01,-1.054076066499918474e+00,-3.744494858934740433e-01,-6.885476322168743168e-02
9.999999999999999547e-08,-3.211063960785071281e+00,-7.101593733492057581e-01,-8.117043524445742911e-03,7.025321402998767617e-01,-3.441220201765549103e+00,-3.193321157726582982e-01
9.999999999999999547e-08,1.030708172349301144e+01,7.146637848894910938e+00,-1.126238365493266835e+00,-9.055529729883766699e-01,1.482865902738599750e+00,-1.345637996072935293e-02
9.999999999999999547e-08,3.168266628155305131e+00,1.247845496586315495e+00,1.446340147587484720e-02,-1.120684338481370723e+00,3.052701523047828935e+00,1.324150433909737287e-02
9.999999999999999547e-08,-1.410509717463850166e+01,-2.351978200880764902e+01,2.719410296420518569e-01,1.028603149919033788e+00,-6.202069111701192794e-01,1.942324838935034770e-02
9.999999999999999547e-08,2.705318862271764324e+00,7.169310648789301688e+00,2.265920069624701438e-01,-2.203970445620897056e+00,7.525784137339770474e-01,-6.349727486165415713e-02
9.999999999999999547e-08,2.036100894836911834e+01,2.187233616946262771e+01,-8.141568700214923959e-01,-8.497516485590493884e-01,7.919205602005712219e-01,-2.388009475127283662e-02
9.999999999999999547e-08,-3.915136973657000397e+01,2.897058235640941337e-01,1.194000520813201627e+00,-5.553408180867507038e-02,-1.006641679961019165e+00,-4.170019073211256311e-02
9.999999999999999547e-08,-3.895517538080516573e+01,1.510050524921275539e+01,1.113436958329098614e+00,-3.131010303569515263e-01,-9.116616367264495091e-01,-1.680795157499814091e-03
9.999999999999999547e-08,-5.598041645986607584e+00,1.418834426651584302e+01,-3.892354043860666302e-01,-1.483566318024169606e+00,-6.485608810354287490e-01,-1.210374444877261590e-01
9.999999999999999547e-08,2.249316472276573720e+01,1.669007512924999403e+01,2.092975255813730312e-02,-6.978677150374102967e-01,9.467894464901100982e-01,7.113422261846572199e-05
9.999999999999999547e-08,2.952924447742287484e+01,5.556498652148555983e+00,-9.059286988114199080e-01,-2.559233415618590857e-01,1.074639600570413522e+00,-7.936083957600328920e-02
9.999999999999999547e-08,4.526415730007271043e-01,-2.377013786655300365e+01,9.336482750086959603e-01,1.285431936186293145e+00,-2.414512698913251487e-02,-1.448690421179139399e-03
9.999999999999999547e-08,2.626519531660628815e+01,-1.445653585943951924e+01,2.909263732680143592e-03,5.522155016835267327e-01,1.060664581944827267e+00,-6.064254677612387684e-04
9.999999999999999547e-08,-1.069275192946772002e+01,-1.563272684851464422e+00,-2.734457190422416237e-02,3.263075487980751643e-01,-1.856097171495932896e+00,-1.597432229524453628e-01
9.999999999999999547e-08,4.481669233557747845e+01,-1.025948628027986942e+01,-1.509974804646511348e+00,2.675767274682568919e-01,9.154520414712277177e-01,2.701820725093390108e-02
9.999999999999999547e-08,-9.224921848374417754e-02,4.988866885526810790e+00,3.613686736866477123e-01,-2.799749928544533528e+00,-2.031804906716748182e-01,-2.508792108526783707e-02
9.999999999999999547e-08,1.253362072312044795e+01,3.822484175331778999e+01,2.961867166023575582e+00,-9.443015389836831863e-01,3.343201294253844158e-01,5.012302099511508485e-02
9.999999999999999547e-08,-4.065326771191347888e+00,-3.114979751273887132e+01,7.360739836808610770e-02,1.073103469220866746e+00,-1.868534252589720557e-01,-2.620309639164927502e-03
9.999999999999999547e-08,8.000518170982589439e+00,1.060631489305400521e+01,9.412914987707614312e-02,-1.315932731676204837e+00,1.002761797466644733e+00,-4.171266235332226485e-02
9.999999999999999547e-08,-1.902703966960115523e+01,-3.235140667899575107e+01,4.454657291374972683e-01,9.052494094339632591e-01,-4.755993383157537946e-01,1.381274809460906116e-04
9.999999999999999547e-08,-1.839422980168427424e+00,3.700076540732442520e+00,3.409412215754575176e-02,-2.825117785263703940e+00,-1.407729363436428516e+00,-1.672691379359080716e-02
9.999999999999999547e-08,-4.001254786939794883e+01,-4.057589225069845540e+00,3.984145171473637559e-01,5.463749878146374750e-02,-9.660184751842654238e-01,-9.075186484816892551e-02
9.999999999999999547e-08,-2.377130126367558560e+01,-1.852667439177386299e+01,-2.415447320254227481e+00,7.414468450696924950e-01,-8.517874752977129260e-01,-6.046687104798819171e-03
9.999999999999999547e-08,-4.402406103254440595e+00,-3.668024656046652510e+00,3.165470625734417148e-02,1.738647887947053272e+00,-1.931772221566215197e+00,-9.422098708738076145e-02
9.999999999999999547e-08,1.171461392252227673e+00,-3.742397660333538933e+00,-1.495593361126150433e-01,3.130575556802790871e+00,7.601988064977944770e-01,-1.922236884648022281e-01
9.999999999999999547e-08,-3.892081624387468963e+00,-3.811683872334660350e+01,3.395653502258467515e+00,9.984698543530663439e-01,-6.760135960430398161e-02,2.242020348558048867e-02
9.999999999999999547e-08,1.345484030296507605e+01,4.591227928708503825e+00,2.848297847647211500e-01,-5.955366875827023954e-01,1.586267685380532644e+00,1.470825308516736721e-02
9.999999999999999547e-08,-4.061914620437143952e+01,-2.361410218534262384e+01,5.821391853953533646e-02,4.644058339475569674e-01,-7.598512585140885234e-01,5.836027542869166862e-04
9.999999999999999547e-08,-4.086724090870713155e+01,-8.350798314255598598e+00,3.436333179059042120e+00,1.726399014193319148e-01,-9.063469944876680895e-01,6.510090845203752967e-03
9.999999999999999547e-08,3.313711775757315081e+01,-1.263723611453796813e+01,-6.438405589783242622e-01,3.501369871144814905e-01,9.840948285118870098e-01,-7.275963510995958616e-02
9.999999999999999547e-08,-1.108876212287688467e+01,8.349642998031946206e+00,2.102798493901173460e-01,-9.895546417370549852e-01,-1.374653415082257579e+00,-9.413722548671827825e-03
9.999999999999999547e-08,-2.316558147915957022e+01,2.672480427093971400e+01,-2.757543113965578163e-01,-8.104227058388778770e-01,-6.786088346382845859e-01,-5.127166370860838235e-02
9.999999999999999547e-08,2.557401017563736900e+01,3.769389383693913942e+01,7.293831717271198611e-01,-7.538763485812243204e-01,5.765769682913124417e-01,1.825162821512521820e-03
9.999999999999999547e-08,2.009490445470374809e+00,4.342109284378519618e+00,-9.495066945638780745e-03,-2.613145784434135255e+00,1.091791301920124413e+00,-1.704448340223760905e-01
9.999999999999999547e-08,-7.839783383257508120e+00,1.364793560837672182e+01,-6.588663622961137278e-01,-1.405132750680630149e+00,-7.883116809568404548e-01,7.910405521824433184e-02
9.999999999999999547e-08,3.105538624139344339e+00,-1.127270704205810681e+01,2.916165448726538711e-01,1.770536577274661960e+00,5.227854291730904546e-01,2.130344043066322024e-02
9.999999999999999547e-08,1.867361196713285310e+01,7.553216251501000400e+00,-9.209401262518907005e-02,-4.051962362237602755e-01,1.320139253067553975e+00,-1.080054422538447301e-01
9.999999999999999547e-08,1.841650433228476302e+01,-3.071484016603696432e+01,-1.657849353388835212e+00,9.305478912297826533e-01,5.231606897163630920e-01,9.466653173676908145e-03
9.999999999999999547e-08,2.031811668562347606e+01,-1.189532624237645386e+01,-2.220638448107249419e-01,5.863435173155947533e-01,1.157886266545451903e+00,-9.009782896179656386e-02
9.999999999999999547e-08,-2.289413902514097998e+01,-1.699812980382515804e+01,-6.207943112403868646e-01,6.891177120645523013e-01,-9.526107951543210106e-01,7.052187867066916915e-02
9.999999999999999547e-08,-6.824178342798553842e+00,1.437668933520754067e+01,1.223701517594773386e-01,-1.419872616048807101e+00,-6.624079840255752138e-01,-6.955617110257895919e-02
9.999999999999999547e-08,3.207929701830636859e-01,-7.183063492335281630e+00,1.257495458001119670e-01,2.333941568862092808e+00,9.509509919620399987e-02,-5.469766917024383029e-02
9.999999999999999547e-08,5.312624084095645571e+00,1.207662187398011611e+01,2.024816378447948650e-01,-1.618560013146085108e+00,6.501306981234962201e-01,-2.438848692571478002e-02
9.999999999999999547e-08,-2.947078698251856466e+01,-3.134623080034701914e+01,-2.302125049441885896e+00,6.623128083929148424e-01,-6.882723171816552687e-01,4.721575381239214581e-02
9.999999999999999547e-08,-2.385128742725400741e+01,-1.915877516267757130e+01,-1.770910790603302587e+00,7.223538475301608530e-01,-8.632549803124637267e-01,-3.015558318621319733e-02
9.999999999999999547e-08,1.829860916571085383e+01,-1.438629719508554596e-02,3.371930047541229353e-02,6.670032733498740913e-04,1.493895803713613635e+00,4.188865774168023387e-02
9.999999999999999547e-08,4.271316114967454780e+00,-3.912325084301411948e+01,-3.773139353863590895e+00,9.929270550918370963e-01,1.101844527212419850e-01,-1.464676530834649500e-02
9.999999999999999547e-08,3.179968724446246675e+00,-6.204660162385191580e-01,-5.230143779625564399e-02,7.616733173616601071e-01,3.436086221930092499e+00,-2.814730779720233111e-01
9.999999999999999547e-08,1.279738265227404170e+01,1.286025571960101588e-01,1.607521391005995726e-01,2.843597964025050551e-03,1.754445574005332187e+00,3.316285758129079893e-03
