m,x,y,z,vx,vy,vz
9.999999999999999547e-08,3.681346282975395212e+01,-1.467982527724348119e+00,-1.921237368190815475e+00,3.827512794891584080e-02,1.018655743640283884e+00,-2.249607664652360922e-02
9.999999999999999547e-08,-1.875980892331752514e+01,-1.134382360372829623e+01,5.909949733426415053e-01,7.239887619069217406e-01,-1.149065465648672735e+00,-5.392011122963684400e-02
9.999999999999999547e-08,1.336967497838501906e+01,1.320217956884664368e+00,4.916103881570457190e-01,-1.246335900422402762e-02,1.725360109946635800e+00,1.059517504876554966e-01
9.999999999999999547e-08,4.427533364812801797e-01,4.583538983880091955e+00,-4.289347715131838767e-02,-3.008661301655808806e+00,1.076853526143558420e-01,-2.029540182206718557e-01
9.999999999999999547e-08,-4.229998998686550493e+01,1.173439757799929772e+01,4.069961897697637124e-03,-2.354660525171871632e-01,-9.319962658737565020e-01,-1.009354590780095918e-03
9.999999999999999547e-08,-2.243568208809749720e+01,3.491510099553539970e+00,-2.787069786311747177e-01,-2.519854221205778400e-01,-1.292830613552824248e+00,1.181015008039266873e-01
9.999999999999999547e-08,-4.063385251328845094e+00,-9.053968907407204725e+00,-3.591235745597260998e-01,1.831064995899499781e+00,-8.524150999620188074e-01,-1.465961111366331955e-02
9.999999999999999547e-08,-7.414680837953588011e+00,1.337967186188494750e+01,5.217456737774721631e-01,-1.381256651357421594e+00,-8.255536758985855261e-01,1.309536384474774794e-02
9.999999999999999547e-08,-1.747791786006587600e+01,1.999398515802789689e+01,-1.068125732370894143e+00,-9.381140011978308380e-01,-8.540660741749692697e-01,8.770055033273153888e-03
9.999999999999999547e-08,8.239101767140422083e+00,3.412676189171302443e+00,-2.457816239031768712e-01,-8.047116318307038219e-01,1.939057689816616747e+00,-1.319280123938894878e-01
9.999999999999999547e-08,2.290749926757143839e+01,-3.425317195366125844e+01,-1.302731051833132980e+00,8.165005335414625698e-01,5.714642160645863056e-01,2.098470330473883178e-02
9.999999999999999547e-08,-3.647633267568160420e+01,-3.980969512730016646e+00,1.225088389619978457e+00,2.059750061523985334e-02,-1.053420069201064457e+00,-1.455544250934262540e-02
9.999999999999999547e-08,2.176405761821682816e+01,3.013715325066321427e+01,-4.470407181652005096e-03,-7.951596705817516320e-01,6.285182113164746731e-01,6.420025645454608375e-03
9.999999999999999547e-08,-1.976441797481649232e+01,6.794639387681561615e+00,5.700370679299375798e-01,-4.173568725251581846e-01,-1.333301239596915488e+00,-4.508806765729563015e-02
9.999999999999999547e-08,-1.386147593355272001e+01,-2.850710872024344056e+01,-4.700565893516026050e-01,9.838932752570554996e-01,-5.151147818459022032e-01,-2.588042078218090892e-03
9.999999999999999547e-08,1.704795105234276065e+01,2.364127272427635518e+01,2.295523656578994487e+00,-9.489036634167150597e-01,6.699070142535920036e-01,3.853130856602086235e-02
9.999999999999999547e-08,2.800817737530952911e+01,1.560337718777635097e+01,9.954058348708606507e-01,-5.266549868534475820e-01,9.849837707600685999e-01,1.454253293543160581e-02
