# t_yr,a_AU,e,n_radyr,RL1_AU,RL2_AU,Ls1,Ls2,Jorb,Jtot,Omega1,Omega2,MB_saturated(super=1),super_synchronous(1),da_dt_AU_per_yr
2.637729549248747844e+03,6.883190399697013129e-02,9.322136897982186143e-02,4.920510826623712433e+02,2.608182074364572695e-02,2.608182074364572695e-02,5.188804012321303577e-05,5.163348478997114546e-05,1.160551605290341071e+00,1.160655126815254290e+00,2.399242161078222324e+01,2.387471820815013146e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.894227449455551070e-07
2.646076794657763003e+03,6.882782002858182924e-02,9.319873450362781142e-02,4.920948778357866331e+02,2.608027324422698343e-02,2.608027324422698343e-02,5.180614407367277658e-05,5.155278627909535763e-05,1.160519645444940462e+00,1.160623004375293199e+00,2.395455383731917465e+01,2.383740416253005279e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.892594129185778626e-07
2.654424040066778161e+03,6.882372913738957210e-02,9.317573800435174913e-02,4.921387537607312197e+02,2.607872312161577111e-02,2.607872312161577111e-02,5.172463375538171199e-05,5.147246415117734310e-05,1.160487664949458431e+00,1.160590862047365057e+00,2.391686442146487579e+01,2.380026415197833245e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.900887648323975740e-07
2.662771285475793320e+03,6.881963738913517148e-02,9.315285284911599406e-02,4.921826454004113884e+02,2.607717267424613378e-02,2.607717267424613378e-02,5.164350501092692980e-05,5.139251436714064198e-05,1.160455663287709438e+00,1.160558699307087327e+00,2.387935144088032402e+01,2.376329630887335753e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.901914408771862149e-07
2.671118530884808024e+03,6.881554485102044094e-02,9.313002163232718400e-02,4.922265520392587064e+02,2.607562192758220571e-02,2.607562192758220571e-02,5.156275697457580743e-05,5.131293613083119767e-05,1.160423647293797877e+00,1.160526522986903286e+00,2.384201449526090144e+01,2.372650026508282650e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.902860661447372329e-07
2.679465776293823183e+03,6.881145103689691178e-02,9.310719779964976572e-02,4.922704788991999862e+02,2.607407069741236177e-02,2.607407069741236177e-02,5.148238863864099634e-05,5.123372850562872880e-05,1.160391617946641585e+00,1.160494334063785882e+00,2.380485311866378595e+01,2.368987558752449374e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.904389319987855466e-07
2.687813021702838341e+03,6.880735569850471300e-02,9.308436305632968033e-02,4.923144286521418849e+02,2.607251888966585079e-02,2.607251888966585079e-02,5.140239288986078210e-05,5.115488453654046740e-05,1.160359575145840427e+00,1.160462132423266901e+00,2.376786402200012915e+01,2.365341906029122043e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.906215393854057146e-07
2.696160267111853045e+03,6.880325891378175074e-02,9.306152286878859037e-02,4.923584004701590970e+02,2.607096653387493135e-02,2.607096653387493135e-02,5.132277089581737675e-05,5.107640542910360266e-05,1.160327518950893921e+00,1.160429918127218851e+00,2.373104774514626669e+01,2.361713124080927528e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.907948098108982476e-07
2.704507512520868204e+03,6.879916104134418953e-02,9.303870606051625747e-02,4.924023905115708999e+02,2.606941376592663423e-02,2.606941376592663423e-02,5.124351626672823089e-05,5.099828493930746851e-05,1.160295449245392518e+00,1.160397691046598512e+00,2.369440133354163436e+01,2.358100924192130421e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.909251180198253238e-07
2.712854757929883363e+03,6.879506266220002109e-02,9.301598233254519676e-02,4.924463925445323866e+02,2.606786080597680438e-02,2.606786080597680438e-02,5.116463033535638671e-05,5.092052443419607552e-05,1.160263363342035836e+00,1.160365448496805341e+00,2.365792540344024175e+01,2.354505369573243811e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.909858214713712536e-07
2.721202003338898066e+03,6.879096094828991703e-02,9.299321928491928457e-02,4.924904369429375492e+02,2.606630658241574153e-02,2.606630658241574153e-02,5.108610743424102661e-05,5.084311837986319111e-05,1.160231251809423991e+00,1.160333181035238193e+00,2.362161733427463517e+01,2.350926204342929537e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.913853264304845841e-07
2.729549248747913225e+03,6.878685431392565774e-02,9.297012773934511254e-02,4.925345407551748735e+02,2.606475049439363825e-02,2.606475049439363825e-02,5.100794299806329739e-05,5.076606232760203148e-05,1.160199132732590233e+00,1.160300906737915971e+00,2.358547501509487887e+01,2.347363222798199445e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.919747968382547851e-07
2.737896494156928384e+03,6.878275108659812065e-02,9.294733261781613909e-02,4.925786145519227830e+02,2.606319569736765401e-02,2.606319569736765401e-02,5.093013790653775383e-05,5.068935719575271438e-05,1.160167008332722016e+00,1.160268627827824250e+00,2.354949885267067344e+01,2.343816467402024273e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.915666338389362280e-07
2.746243739565943542e+03,6.877864392909997793e-02,9.292453328535620061e-02,4.926227371466032992e+02,2.606163941111938609e-02,2.606163941111938609e-02,5.085268690526153286e-05,5.061299785466561861e-05,1.160134849450890293e+00,1.160236315135650065e+00,2.351368641742772070e+01,2.340285700965418414e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.920374682774901947e-07
2.754590984974958246e+03,6.877453492365104282e-02,9.290153354338857861e-02,4.926668861855056889e+02,2.606008242464464761e-02,2.606008242464464761e-02,5.077558509671216988e-05,5.053697952534351180e-05,1.160102694974618931e+00,1.160204007539241022e+00,2.347803544480903071e+01,2.336770702513150155e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.922588527824451564e-07
2.762938230383973405e+03,6.877042506822186874e-02,9.287875442385960800e-02,4.927110509538491669e+02,2.605852511609495561e-02,2.605852511609495561e-02,5.069883663851187553e-05,5.046130635609301075e-05,1.160070507542245499e+00,1.160171667685240049e+00,2.344254785725038914e+01,2.333271663858055689e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.923606804150470190e-07
2.771285475792988564e+03,6.876631444314909580e-02,9.285585058474293829e-02,4.927552305936114294e+02,2.605696751591151522e-02,2.605696751591151522e-02,5.062243386174620293e-05,5.038597083401234966e-05,1.160038325373176082e+00,1.160139333777871817e+00,2.340722010873562908e+01,2.329788237612362778e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.924528837181895166e-07
2.779632721202003268e+03,6.876219869465503842e-02,9.283284388420710853e-02,4.927994719133413355e+02,2.605540797435862421e-02,2.605540797435862421e-02,5.054637619144949239e-05,5.031097243988351847e-05,1.160006109357392790e+00,1.160106966706024201e+00,2.337205193340737708e+01,2.326320399768039238e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.930666695880931697e-07
2.787979966611018426e+03,6.875808536637405266e-02,9.281010680437279392e-02,4.928436938323272898e+02,2.605384934987411971e-02,2.605384934987411971e-02,5.047066044625083965e-05,5.023630808381966385e-05,1.159973882664492972e+00,1.160074589633023123e+00,2.333704186023701155e+01,2.322868007452338546e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.927767280620863887e-07
2.796327212020033585e+03,6.875397087139549501e-02,9.278729227740853402e-02,4.928879349113946660e+02,2.605229028330397281e-02,2.605229028330397281e-02,5.039528265039161178e-05,5.016197389168956572e-05,1.159941652742145557e+00,1.160042209998687790e+00,2.330218805088033562e+01,2.319430881529973476e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.929164984311983193e-07
2.804674457429048744e+03,6.874985092554421195e-02,9.276423517027108934e-02,4.929322412334687442e+02,2.605072915128630456e-02,2.605072915128630456e-02,5.032024102215244447e-05,5.008796815219617219e-05,1.159909401364483061e+00,1.160009809573657513e+00,2.326748968149119534e+01,2.316008942872573684e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.935695129837024232e-07
2.813021702838063447e+03,6.874572995858463376e-02,9.274125636333985234e-02,4.929765651774318371e+02,2.604916763234975743e-02,2.604916763234975743e-02,5.024553303653417314e-05,5.001428842039717015e-05,1.159877131058333788e+00,1.159977390879790571e+00,2.323294558453957492e+01,2.312602078428873043e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.936918417574871422e-07
2.821368948247078606e+03,6.874160802868584108e-02,9.271831966680185722e-02,4.930209061238244317e+02,2.604760574853577648e-02,2.604760574853577648e-02,5.017115719634929199e-05,4.994093326436913890e-05,1.159844846246250505e+00,1.159944958336711185e+00,2.319855506774351994e+01,2.309210221988409728e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.938072018753546689e-07
2.829716193656093765e+03,6.873748489953722396e-02,9.269539859890006672e-02,4.930652666213419479e+02,2.604604341030143308e-02,2.604604341030143308e-02,5.009711267692982362e-05,4.986790191498466802e-05,1.159812547809305538e+00,1.159912512823897401e+00,2.316431774978621760e+01,2.305833337987634835e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.939508720043232952e-07
2.838063439065108469e+03,6.873336062199721097e-02,9.267249842239025370e-02,4.931096461298795361e+02,2.604448063691802359e-02,2.604448063691802359e-02,5.002339413258905871e-05,4.979518914327043627e-05,1.159780235606448828e+00,1.159880054189724508e+00,2.313023115888478998e+01,2.302471184644949531e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.940884492935750396e-07
